Predvodi je D. W. Yarbrough, provincijal Družbe Isusove u New Orleansu, jezuit fizički toliko ružan da se u njega ne može gledati, što neprestano koristi za šale na vlastiti račun.	negativno
Trojica preostalih jezuita su prirodoslovac i akvarelist Marc Robichaux, muzikolog Alan Pace te lingvist i poliglot Emilio Sandoz.	neutralno
Civilni dio skupine čine astronom koji je otkrio signal Jimmy Quinn, bračni par Anne i George Edwards – ona je biološka antropologinja i liječnica hitne medicine, on inženjer – te Sofia Mendes koja se bavi zanimanjem budućnosti.	neutralno
"Nazivaju je ""lešinarkom"" zbog njezinih sposobnosti: kao dijete ju je angažirao futuristički broker, platio joj obrazovanje, a ona je zauzvrat u svojevrsnom intelektualnom ropstvu dok ne otplati dug – izrađuje računalne programe koji automatiziraju poslove što ih obavljaju ljudi."	neutralno
Veći dio ekspedicije čine dugogodišnji prijatelji i polovicu romana Mary Doria Russell posvećuje njihovim životnim pričama i tome kako su se međusobno upoznali.	neutralno
Iako je D. W. vođa skupine, njezina duša je Sandoz, Portorikanac mračne prošlosti koji, iako je godinama isusovac, i dalje traži Boga.	neutralno
Kad stigne pjesma s Rakhata, Sandoz se ne može oduprijeti uvjerenju da je to poziv koji je čekao i upravo je on taj koji predloži putovanje koje će samo do Rakhata i natrag trajati trideset četiri godine, bez boravka na izvanzemaljskom planetu, iako će članovi ekspedicije, zbog putovanja brzinom bliskoj brzini svjetlosti, ostarjeti tek godinu dana.	neutralno
Roman počinje Sandozovim povratkom na Zemlju u prosincu 2059. godine.	neutralno
Od osmeročlane ekspedicije preživio je samo on.	neutralno
Na Zemlju ga je poslala druga misija: nakon što je prvi brod, nazvan Stella Maris, tajno otputovao, jezuitska misija je otkrivena i Ujedinjeni narodi šalju drugi brod, Magellan.	neutralno
Doria Russell dovitljivo je osmislila tehniku putovanja u svemir: obje misije putuju u velikim asteroidima koji se koriste za rudarenje u svemiru.	pozitivno
Posada Magellana pronalazi samo Sandoza, i to u zastrašujućim okolnostima: na Rakhatu se u tom trenutku bavio prostitucijom, a kad uđu u kupleraj, on pred njihovim očima ubije izvanzemaljsko dijete.	neutralno
Mary Doria Russell stvorila je Sandoza po uzoru na baskijskog vojnika koji je u šesnaestom stoljeću osnovao Družbu Isusovu.	neutralno
Poput Ignacija de Loyole, Emilio Sandoz spoznao je okrutnost i smrt, i užasan strah; poput jednog drugog jezuita, Isaaca Joguesa, otputio se u novi svijet.	neutralno
Jogues se probio osamsto milja u unutrašnjost Sjeverne Amerike – zemlje 1637. godine Europljanima jednako strane kao Sandozu Rakhat.	neutralno
Indijanci su francuskom isusovcu, između ostalog, od zgloba do zgloba rezali prste oštricama od školjaka.	neutralno
Jezuitima i inače kroz povijest nije bilo lako: u Londonu su ih vješali, vukli po tlu i četvorili; u Etiopiji su im vadili utrobu; Irokezi su ih žive spaljivali; u Njemačkoj su ih trovali; u Tajlandu razapinjali na križ; u Argentini su ih nasmrt izgladnjivali; u Japanu im odsijecali glave; na Madagaskaru su ih utapali, a u El Salvadoru strijeljali.	neutralno
Emilio Sandoz na Rakhatu, doznajemo, nije samo istražio dijelove njegova najvećeg kontinenta, naučio dva ondašnja jezika i zavolio neke njegove stanovnike.	neutralno
Otkrio je i krajnje granice vjere i, čineći to, locirao točne granice očaja.	neutralno
Tek je toga trenutka uistinu spoznao smisao bogobojaznosti.	neutralno
"Na najdubljoj razini, ""Vrabac"" Mary Dorije Russell može se, nimalo blasfemično, čitati gotovo kao knjiga svetog Ivana od Križa, ""Tamna noć"": Sandoz je izgubio Boga točno u trenutku kad ga je, u sebi, napokon pronašao."	neutralno
"Vincenzo Giuliani, i sam očajan u nastojanju da mu pomogne, pita ga: ""Misliš li da bismo imali ime za grijeh očajavanja da si ga jedino ti iskusio?"" No ""Vrabac"" nije kršćanska fikcija; sjetite se, napisala ga je biološka antropologinja."	negativno
Prije se zapravo može čitati kao filozofska fikcija, a znanstvena fantastika, kad je izvrsna, onda je upravo takva.	pozitivno
Iz tog spoja dolazi i naziv ovog iznimnog romana.	neutralno
"Evanđelje po Mateju, ulomak deseti, stih dvadeset deveti: ""Nijedan vrabac ne pada na zemlju bez dopuštenja Oca vašega.""."	neutralno
Ali vrapci ipak padaju.	neutralno
"Ovaj će pasti zbog glasa koji je ""oduzimao dah i ujedno bio uhu ugodan, operni po opsegu, ali tako jednostavno korišten u hipnotičkom, skladnom pjevu da bi slušatelj teško primijetio njegovu veličanstvenost, osim ako baš ne bi mislio na ljepotu i istinu""."	neutralno
Bio je to glas Hlavina Kitherija, reshtara od Galatne, koji će jednoga dana uništiti Emilija Sandoza.	neutralno
Japanska opsesija mačkama, pretpostavlja se, počela je sredinom šestog stoljeća kad je u Japan stigla prva mačka kineskim brodom.	neutralno
Japanski folklor bilježi priču o maneki-neko (u doslovnom prijevodu, mačka koja zove): prije nekoliko stoljeća plemić je stajao ispod drveta na svojem imanju kad je primijetio mačku kako mu maše šapom.	neutralno
Znatiželjan, približio se mački i u tom trenutku grom je udario u stablo ispod kojeg je stajao.	neutralno
Tako je rođena priča o maneki-neko, mački srećonoši, čije figurice od plastike ili keramike ukrašavaju izloge japanskih dućana i restorana.	neutralno
No mačke su u Murakamijev romanima i pričama tek prisustvo, ne i osobnost.	neutralno
Funkcioniraju više poput obavezne kulise bez koje se ne može odigrati zaplet.	neutralno
"U ""Putnim zapisima jednog mačka"" japanske autorice Hiro Arikawa (Znanje, prijevod s japanskog Mirna Potkovac-Endrighetti) mačak nije samo glavni lik nego i pripovjedač, a inspiraciju je autorica – popularna japanska spisateljica – pronašla u danas klasičnom japanskom romanu ""Ja sam mačka"" Natsumea Sōsekija, satiričnoj priči iz 1906. godine u kojoj kućni mačak kritično progovora o svojim vlasnicima iz višeg srednjeg sloja."	neutralno
Nana, muški mačak ženskog imena (nana na japanskom znači broj sedam) inteligentan je, duhovit, povremeno zajedljiv i uvijek  zanimljiv pripovjedač koji čitatelja čvrsto hvata šapama od prve stranice.	pozitivno
Odmah ću priznati: bila sam mačja majka jednom Simbi punih devetnaest godina, umro je ovog proljeća, pa ne mogu biti sasvim objektivna u procjeni bilo kojeg romana o mačkama – jednom dijelu mene, koji i sam ima brkove i rep, svi su ti romani dobri.	pozitivno
Putni zapisi jednog mačka, uostalom, ne čitaju se primarno zbog literarne vrijednosti, nego one emotivne: a tu je Hiro Arikawa visoko postavila ljestvicu.	pozitivno
Nana na početku romana nema ime jer je ulični mačak.	neutralno
Razbojnik je to, zna se dobro potući za hranu kad treba, a dane provodi spavajući na srebrnom automobilu.	neutralno
Vlasnik tog auta, Satoru, netipično je benevolentan prema mačjem zaposjedatelju, čak ga počne i hraniti.	neutralno
Dinamika odnosa se promijeni kad Nanu udari drugi auto: dovuče se sa slomljenom nogom do Satoruove zgrade, dere se iz petnih žila, Satoru ga odvede veterinaru i potom smjesti u svoj stan na kućni oporavak.	neutralno
Nakon dva mjeseca Nana je postao kućni mačak, a ubrzo i dobio ime.	neutralno
A iza imena uvijek se krije priča, čak i kad je ime tako doslovno – Nana je bijel, crn mu je samo rep i savijen u obliku broja sedam, i podsjeća Satorua na mačka kojeg je izgubio kao dijete u tragičnim okolnostima.	neutralno
Nana zna ljudski jezik, kao uostalom i sve mačke, a neće dugo trebati da i Satoru nauči mačji.	neutralno
Imam to iskustvo pa znam da je moguće jer devetnaest sam godina govorila ljudski, a Simba mačji i sasvim smo se dobro razumjeli.	neutralno
Tako i Nana, nakon pet godina suživota, odmah sve shvati kad ga Satoru obavijesti da mu mora naći novi dom, pa mačak i čovjek kreću na putovanje Japanom i obilaze Satoruove prijatelje.	neutralno
Satoru je svima poslao isti mejl: zbog nezgodnih okolnosti (o detaljima ne govori, a oni su previše pristojni da bi pitali…) svojem mačku mora što prije naći smještaj, pa bi s njim došao da se upoznaju.	neutralno
Ako ste pročitali ijedan japanski roman, onda znate da u njima nikad nema povišenih emocija.	neutralno
Atmosfera je uvijek pristojno suspregnuta, likovi izmjenjuju mnogo plezentarija, a ispod površine uglađenosti i zahvalnosti nerijetko je prava bura.	pozitivno
"Možda su zato ""Putni zapisi"" u Japanu prodani u višemilijunskoj nakladi, a potom i osvojili svijet (snimljen je i istoimeni film): Nana, i druga životinjska bića u romanu, jasno govore o svemu onome o čemu ljudi oko njih šute."	neutralno
Dok Satoru obilazi prijatelje, pa iskaču stare traume, povrede i zamjeranja, pristojni japanski muškarci i žene se smješkaju, a njihovi životinjski sustanari glasno komentiraju.	neutralno
"Hiro Arikawa u životinjskom je registru osvježavajuće suvremena, iako su ""Putni zapisi"" gotovo starmodna priča o ljubavi i zahvalnosti."	pozitivno
"Njezino gospodstvo mačka ima, znamo, nezanemarivo mjesto u povijesti književnosti: Behemot je u ""Majstoru i Margariti"" s Wolandom igrao šah, Cerigradska mačka zbunjivala je Alisu u zemlji čudesa, mačke žive u fantastičnim svjetovima J. K. Rowling, Philipa Pullmana, Beatrix Potter i Edgara Allana Poea."	neutralno
No te su mačke često antropomorfizirane jer žive u antropocentričnom svijetu koji ih pretvara u simbole dobre ili loše sreće, smrti, čarobnjaštva i sličnoga.	neutralno
Ni Nana toga nije pošteđen, uostalom dobio je ime po broju sedam koji se smatra sretnim znamenom.	neutralno
"Analizirajući Eliotovu ""Knjigu starog mačka o mačkama svakodnevnim"" (""Old Possum’s Book of Practical Cats"", 1939.) – koja je, inače, adaptirana u hit mjuzikl ""Mačke"" Andrewa Lloyda Webbera – Matek uočava kako se Eliot prije svega bavi pitanjima mačjega identiteta, poetski opisujući ono što pojedinu mačku čini upravo tom i takvom mačkom: izgled, navike, interesi, temperament i, dakako, ime."	neutralno
Davanje imena nužno podrazumijeva kulturnu ovjeru nečijega identiteta, ali i stvaranje odnosa imenovanoga s onim koji ga imenuje ili doziva.	neutralno
Upućujući na to da mačka ima javni i privatni identitet, te vlastite osjećaje, preferencije i tajne, Eliot nedvojbeno stihovima opisuje mačku kao biće koje zaslužuje da se prema njemu odnosimo onako kako se ljudi odnose jedni prema drugima.	neutralno
Drugim riječima, mačka nije čovjek, ali je poput čovjeka: biće koje ima osjećaje i vlastite interese koji se ne smiju zanemariti bez obzira na stupanj (naše ili njezine) inteligencije.	neutralno
Odnos Nane i Satorua zapečatit će se u doživotno prijateljstvo i ljubav upravo u trenutku kad Satoru Nani nadjene ime.	neutralno
"Čin je višestruko simboličan: ne samo da Nana u tom trenutku postaje ""njegov"" mačak; Nana u tom trenutku postaje i biće, važna jedinka izdvojena iz bezličnog mora napuštenih mačića na ulici."	neutralno
U tome nema ništa banalno: i mi, ljudska bića, dragovoljni smo robovi simboličkih uloga koje nam drugi ljudi nadijevaju kroz život; rado postajemo supružnici, kumovi, prijateljice i pomajke, mačje majke i očevi (!), iako nas ne spaja nikakva krvna veza.	neutralno
Činjenica da s mačkama možemo i ne možemo razgovarati daje, zapravo, komparativnu prednost toj vrsti nerijetko simbiotičkih (ljudsko-životinjskih) odnosa: usmjerava nas na prisutnost u tijelu, na zauzimanje i dijeljenje prostora, na dodir, na miris, na senzacije i osjete koji su nam mnogo prirodniji od riječi.	neutralno
O tome Hiro Arikawa jako lijepo piše, to je na kraju sukus ove netipične priče o ljubavi i gubitku.	pozitivno
"Baš zato što je pripovjedač mačak, ""Putni zapisi jednog mačka"" dopiru dublje i dalje u biće, u limbički sustav, u koji ne možemo dospjeti ni voljno ni racionalno."	pozitivno
Što je točno Nana učinio za Satorua, ne mogu otkriti jer bih vam pokvarila čitanje.	neutralno
U tom činu se, naravno, krije razlog zašto je priča Hire Arikawe tako lako prešla geografske granice i jezične barijere, zašto ćete na kraju biti osvojeni – i pomalo slomljeni – ovim romanom, bez obzira volite li mačke ili ne.	neutralno
"Kad pročitate roman, potražite u knjižnici zbirku poezije Wisławe Syymborske ""Radost pisanja"" i pročitajte pjesmu na 80. stranici. "	neutralno
Kad se ChatGPT prvi put pojavio, jedna od omiljenih zabava šire javnosti – osim testiranja vlastite poznatosti – bila je natjerati umjetnu inteligenciju da ispriča vic ili napiše šekspirijanski sonet.	neutralno
AI je u tome, na hrvatskom jeziku, redovito podbacivao, jer nije imao dovoljno tekstualnog materijala iz kojeg bi krao, no neke umjetničke forme pokazale su se zahvalnima za oponašanje: umjetna inteligencija, uz kraće upute, zna već sada napraviti umjetn(ičk)u ilustraciju dovoljno dobru da se objavi u novinama.	neutralno
I dok se umjetnički svijet ljuti i potpisuje peticije zbog “smrti autorstva”, dio kreativne industrije odlučio je sve vezano uz AI iskoristiti: domaća inačica bila bi nagrada Post scriptum za književnost na društvenim mrežama koju udruga Kultipraktik dodjeljuje od 2016. godine.	neutralno
Njezinim pratiteljima s društvenih mreža najpoznatiji će svakako biti prvi ciklus proznih zapisa po kojem je i čitava zbirka dobila ime jer su ga mogli pratiti kako je nastajao od travnja 2022. godine.	neutralno
Svim je ciklusima zajedničko što u svakom od njih zapis počinje uvijek istom rečenicom “ja se zovem lidija deduš” nakon kojeg slijedi kraće priznanje ili neka “istina” o autorici.	neutralno
Ukupno sedam stotina zapisa lidije deduš objedinjeno je programatskim citatom Allana Wattsa s početka knjige (citiran je na engleskom, ovdje ga prevodim): “Svi su ‘ti’.	neutralno
Svi su ‘ja’.	neutralno
To je naše ime.	neutralno
Svi ga dijelimo.”	neutralno
To, međutim, ne znači da smo svi lidija deduš, iako bismo je, s obzirom na teme kojima se bavi, mogli nazvati pjesnikinjom i prozaisticom svakodnevice.	neutralno
Sintagma koju autorica stalno ponavlja, “ja se zovem lidija deduš”, daje ritmičnost zapisima: pomalo zvuči poput dječje brojalice kojoj je svrha, rekla bih, ukotviti sebe u stvarnost, neprestano ponavljati “ja jesam” dok se ne potvrdi – ne i opravda! – vlastito postojanje (imam pravo biti i imam pravo biti baš ovakva).	neutralno
Glas lidije deduš često je bezobrazan i provokativan, poput djeteta koje naglas u društvu kaže “tata je opsovao mami mater” ili, pred rođacima, “mama je rekla da je baka stara krava”, no ovo čitamo mi, a ne naša pristojno licemjerna rodbina pa joj nitko nema poriv rukom začepiti usta: čini se da je to tajna popularnosti i Lidije Deduš i lidije deduš na društvenim mrežama: ona kaže naglas sve ono što bismo rado i mi drugi, ali nam je neugodno.	neutralno
Iako Lidija Deduš, kako je rekla na nedavnoj promociji u Booksi, ne vjeruje u “lirske subjekte” (parafraziram), odnosno ne zanima je fikcija “iako nema ništa protiv nje”, lidija deduš jest i prozni subjekt i književni konstrukt Lidije Deduš (“…jer jedna je s ove, druga s one strane ogledala, a treća je pobjegla s lanca i ušla u tekst i tamo živi treći život…”); sama sebi je tema.	neutralno
Žanrovski bi njezine kratke forme mogli smjestiti u autobiografizam, onako kako ga je 1993. godine definirala rusistica Magdalena Medarić u tekstu “Autobiografija/Autobiografizam” za književni časopis Republika: “književni postupak stilski markiran koji predstavlja refleks žanra autobiografije, a pojavljuje se u tekstovima koji sami po sebi nisu mišljeni ni recipirani kao autobiografije”.	neutralno
Deduš prakticira autobiografski diskurs pjesničkog i pripovjednog tipa, često je to i pseudoautobiografija, ponekad parodirana autobiografija, tekstovi, čini se, nastaju asocijativno, ponekad djeluju i kao produkt automatskog pisanja, a svima je zajednički ludistički pristup temama i obojenost humorom.* Kritika je originalno, u skraćenom obliku, objavljena u magazinu Globus.	neutralno
Epidemija gripe 1918. pokosila je više ljudi nego što ih je poginulo u Prvom svjetskom ratu: procjenjuje se, tri do šest posto svjetske populacije.	neutralno
U listopadu 2018. godine irska spisateljica Emma Donoghue (1969.), potaknuta obilježavanjem stogodišnjice pojave španjolske gripe, počela je pisati roman o medicinskoj sestri Juliji Power koja radi kao primalja u dublinskoj bolnici.	neutralno
"Nedugo nakon što je u ožujku 2020. godine predala rukopis ""Kobnih zvijezda"" svojem izdavaču, izbila je pandemija kovida."	neutralno
Julia u romanu većinom radi u trudničkoj karanteni u noćnoj smjeni, danju je zamjenjuje sestra Luke, kruta redovnica sklona moraliziranju.	neutralno
Treća sestra neće doći jer je upravo preuzela rađaonu, a od liječnika porodničara ostao je zdrav i dostupan samo jedan.	neutralno
Juliji treba pomoć pa joj sestra Luke iz redovničkog doma šalje neiskusnu volonterku, mladu i naoko blesavu djevojku Bridie Sweeney.	neutralno
"Kako nema dovoljno muškaraca porodničara, dublinska bolnica prisiljena je ""zaposliti"" ženu: stiže Kathleen Lynn, aktivistica Sinn Féina u bijegu od policije."	neutralno
U iduća sedamdeset dva sata tri će se žene i njihove tri pacijentice boriti s bolešću, vjerskim i klasnim predrasudama, neukusnim šalama rijetkih muškaraca, otimati život smrti i u nekoliko navrata joj pustiti da uzme što je njezino.	neutralno
Kobne zvijezde fiktivno su djelo, ali utemeljene na činjenicama.	neutralno
Iako naziv romana zvuči kao da je u pitanju ljubić, zapravo je faktografski: Talijani su u srednjem vijeku mislili kako je gripa, influenca, dokaz da njihovim sudbinama upravlja nebo, da je pod utjecajem zvijezda, Influenza delle stelle.	neutralno
Gotovo sve pojedinosti iz života Bridie Sweeney, objašnjava autorica u bilješci na kraju romana, napisane su na osnovi mučnih svjedočanstava iznesenih u Ryanovu izvještaju o ustanovama za nezbrinutu djecu u Irskoj, objavljenom 2009. godine.	neutralno
Dobra i pokazat će se vrlo bistra Bridie nezakonito je dijete odraslo na selu kao radna snaga na imanju.	neutralno
Uvjerena je da je blesava, no djevojka je tek nedavno pristigla u Dublin, prvi put vidi grad pa se ne snalazi, stanuje kod časnih majki, gdje hranu i stan također otplaćuje radom, iako država redovnicama daje novac za siročad.	neutralno
Odjednom mi sine kako je perverzno da za nekoga kažu da je odrastao u domu upravo zato što zapravo nema pravi dom.	negativno
"Zašto Emma Donoghue nije napisala roman o njoj, zašto Lynn nije glavna junakinja ""Kobnih zvijezda""?"	negativno
Odluka nije pogrešna jer anonimna i izmišljena Julia, obična primalja, prometnut će se u herojsku i buntovnu silu romana kako zaraza bude jačala.	neutralno
Roman je strukturno podijeljen u četiri poglavlja: crveno, smeđe, plavo i crno.	neutralno
Zvuči kao neka tajna šifra, šali se izgladnjela, ali radosna Bridie, no u pitanju su, otkriva se, četiri nijanse do smrti.	neutralno
Tako tijelo mijenja boju kad je čovjek boluje od gripe.	neutralno
Pacijenti potamne u licu ako im krv ne dobiva dovoljno kisika, a cijanoza krene od naoko zdrave svijetlocrvene, prelazi u boju mahagonija, kod težeg slučaja poslije smeđe slijedi plava boja, a Julia je vidjela i one koji potamne do grimizne, ljubičaste, sve dok posve ne pocrne u licu.	neutralno
Kobne zvijezde čitaju se kao triler: Donoghue detaljno opisuje ginekološke i opstetričke zahvate kojima Julia Power spašava živote trudnicama i bebama, ali i simfiziotomiju (razdvajanje ligamenta koji spajaju stidne kosti) i pubiotomiju (piljenje jedne od stidnih kostiju).	neutralno
U irskim bolnicama oba su zahvata najčešće obavljana između 1940-ih i 1960-ih, ali već i 1906. pa sve do 1984. godine.	neutralno
Od 2000-ih godina, otkako smo naučile da ne moramo trpjeti ginekološko nasilje, predmet su žučnih rasprava i sudski sporova.	neutralno
Iza opstetričkih horora skrivaju se oni društveni.	neutralno
"Iako većina žena na njezin odjel dolazi u slabom zdravstvenom stanju zbog siromaštva, Julia smije upisati samo medicinske opservacije na njihove bolesničke liste: ""neuhranjenost"" ili ""slabost organizma""."	neutralno
Mnoge od tih žena prvi pravi obrok pojele su tik pred smrt.	neutralno
Kao šifru za prevelik broj trudnoća, a u to vrijeme irski muškarci ne vole ako im žena ne rodi barem dvanaestero djece, upisivala bi: anemija, otežani rad srca, bolna leđa, krhke kosti, proširene vene, malodušnost, inkontinencija, fustula, razderani cerviks, prolaps uterusa.	neutralno
* Kritika je originalno, u skraćenom obliku, objavljena u magazinu Globus.	neutralno
Rijetko se događa pa bi već samo zbog toga valjalo zabilježiti: čitatelji su proteklih mjeseci usmenom predajom stvorili domaći književni hit, bez neke osobite pomoći kritike, medija ili marketingaša.	neutralno
Za “Brod za Issu” Roberta Perišića u knjižnicama se stvaraju liste čekanja, zbog čega je sve više onih koji roman kupuju, a priča o dječaku robu koji je iz Sirakuze pobjegao s magarcem i mačkom ovoga je ljeta bila prva preporuka za čitanje u fejzbučkim i instagramskim preporukama (nakladnik Sandorf slabo je aktivan na društvenim mrežama).	neutralno
Ne znam kako na to gleda “naš čovjek na terenu”, ozbiljan pisac Robert Perišić, ali mene je to oduševljenje razgalilo i raznježilo jer i dalje vrijedi: kad je roman odličan, čitatelji ga sami nađu.Receptura “Broda za Issu” toliko je jednostavna da znam da se autor namučio: s jedne strane, jasno je da iza ove priče stoji naporan rad (Perišić je u intervjuima govorio o mukotrpnoj potrazi za pravim pristupom priči…), s druge strane, ovakvi romani gotovo da se piscima događaju i nikad ne dolaze kao debitantski.	pozitivno
Potrebna je, vjerujem, zrelost da pisac, dijelom i intuitivno, pogodi u meko tkivo koje je zajedničko inače različitim profilima čitatelja – naime, “Brod za Issu” sviđa se (gotovo) svima.	pozitivno
Da se ne bi stekao krivi dojam: Perišić ni na koji način ne podilazi čitatelju ili trendovima.	neutralno
Dojma sam da je napisao priču koja je njemu intimno važna, zato što je promijenio ili sebi razotkrio svoj svjetonazor, a čitatelji – zatrpani otpadom i ustrašeni planetom što se kuha i more pretvara u vruću juhu – to su onda visceralno prepoznali.	pozitivno
“Brod za Issu” na površnoj ravni čitanja može se okarakterizirati kao historijski roman jer govori o osnivanju prve grčke kolonije na Jadranu, one na Visu, a objava romana sretno se poklopila s otvaranjem velike izložbe o arheološkoj baštini otoka u zagrebačkim Klovićevim dvorima.	neutralno
Ako ste slabo upoznati s poviješću Visa, Perišićeva priča lako bi mogla pobuditi nostalgičan i naivan ponos na drevne nam pretke, Liburne, posebno Liburnijke za koje su Grci govorili da vladaju svojim muževima, i najstariji grčki natpis u stihovima pronađen u Hrvatskoj, nadgrobni spomenik jednom Kaliji koji datira iz četvrtog stoljeća prije Krista.	neutralno
Da, nekad smo bili civilizacija.* Kritika je originalno objavljena u magazinu Globus. 	neutralno
Svaka dobra bajka ujedno je i noćna mȍra jer strah – a mora biti smrtni – stvara junaka.	neutralno
Švicarska psihoanalitičarka Jeannette Fischer naučila nas je da smrtni strah nije strah od smrti – to je ustvari strah od poništenja, da ćemo morati žrtvovati dijelove sebe kako bismo izdržali nasilje u kojem živimo.	neutralno
Američki pisac kultnog statusa Stephen King, po mnogima najveći pripovjedač našeg vremena, izgradio je karijeru na strahu, na tome da sustavno dobro plaši i potom oslobađa svoje čitatelje.	pozitivno
Strah u umjetnosti nerijetko ima terapeutsku ulogu, osobito za djecu i mlade: neprorađene emocije, koje se nerijetko ne mogu izgovoriti jer se ne mogu imenovati – a ne mogu se imenovati jer se (još) ne mogu promisliti – dobivaju svoje bajkovite simbole (šumu, vuka, vješticu ili neko drugo čudovište) koji se potom u strašnoj priči relativno jednostavno rastvaraju.	neutralno
Čitanje bajke često je iskustvo magije: psihičke silnice koje nas drže u šaci odjednom se rastvore i slobodni smo.	pozitivno
Možda i nema veće slobode od one kad nas odjednom napusti upravo smrtni strah: više ništa ne moramo žrtvovati da bismo bili.	pozitivno
To, naravno, redovito zahtijeva junaštvo, a u bajci je junak ili junakinja simbolički nositelj naših strahova; on će ih za nas “otkupiti”.	neutralno
U “Bajci” King slijedi svoj isprobani recept koji se već mnogo puta pokazao dobitnom kombinacijom: miješa stvarnost s fantastikom, no treba napomenuti da “Bajka” žanrovski nije horor, nego fantastički roman s doista blagim elementima jeze.	pozitivno
U tom smislu idealna je literatura za strašljiv(i)ce poput mene: nemam predrasuda prema žanru horora, ali na moju sramotu moram priznati da za njega nemam sȁpe.	neutralno
“Bajka” bi, međutim, čitateljima opće prakse mogla biti dobar prvi roman za upoznavanje Kingova superiornog storytellinga jer je, sadržajno i atmosferom, kombinacija Kingove stvarnosne proze (poput, recimo, “Zelene milje”) i njegovih mračnijih djela.	pozitivno
King je superioran pripovjedač zato što mu uspijeva uvjeriti čitatelja da je sasvim moguće otvoriti vrata šupe u vrtu i propasti niz stepenice u paralelni svijet koji nastanjuju divovi što glođu kosti male djece, princeze koje trbuhozbore pomoću konja, živi mrtvaci koji izgledaju kao da ih pogoni električna energija, ljudi kojima su oteta osjetila i crveni zrikavci koji upravljaju svijetom insekata.	pozitivno
I divovski žohari (eto, upozorila sam vas).	neutralno
King ovdje ne štedi na metraži: točno 185 stranica (igrom slučaja u hrvatskom prijevodu koliko je i stepenica u spremištu u vrtu…) potrošit će na postavljanje pozornice – gradnju priče o dječaku, a potom i mladiću Charlieju Readeu (što je zgodna igra riječi jer read na engleskom znači čitati) kojem je majka poginula u bizarnoj prometnoj nesreći kad mu je bilo sedam godina.	pozitivno
Dječakov otac, skršen tragedijom u kojem mu je pola supruge ostalo na mostu, a pola završilo u rijeci nakon što je na nju naletio kamion, odaje se piću, a Charlie ostaje potpuno sam.	neutralno
Otac jest tu, ali rijetko je pri svijesti, ponekad uspije napraviti doručak a da ne zagori, dječak o tome ne govori nikome, kao ni o strahovima da će obojica, nakon što otac izgubi posao, završiti kao beskućnici.	neutralno
Trećina “Bajke” gotovo je drama s društvenog dna, tegobna priča o odrastanju i sramotnoj tajni: dječak voli oca, ali ga se i srami; oteto mu je njegovo pravo na tugovanje za majkom jer ga je otac potpuno opteretio vlastitom tugom pa Charlieju ne preostaje ništa drugo nego da on – dijete – postane odrasla osoba u tom domaćinstvu.	neutralno
Prilika čini lopova, a nesreća stvara junaka.	neutralno
